ViewerID,age,gender,children,marital,Household Size,Social Class,Household Status,Working Status,Ethnic Origin,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type,Mosaic Classification
32491-1,45-64,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Claimant Cultures - Worn-Out Workers
55670-1,45-64,F,1,married,4 people,AB,Housewife,8-29 hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Professional Rewards - Yesterday's Captains
55670-2,45-64,M,1,married,4 people,AB,Head of household,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Professional Rewards - Yesterday's Captains
55670-3,16-24,M,1,single,4 people,AB,Neither hw nor hh,f.t. education / under school,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Professional Rewards - Yesterday's Captains
56250-1,45-64,M,0,married,2 people,C1,Head of household,30+ hours per week,Asian – Indian,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Streetwise Kids
56250-2,45-64,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Streetwise Kids
35721-1,45-64,M,3+,married,8 people,C1,Head of household,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Industrial Heritage - Backyard Regeneration
35721-2,35-44,F,3+,married,8 people,C1,Housewife,8-29 hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Industrial Heritage - Backyard Regeneration
35721-3,16-24,F,3+,single,8 people,C1,Neither hw nor hh,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Industrial Heritage - Backyard Regeneration
35721-4,16-24,F,3+,single,8 people,C1,Neither hw nor hh,f.t. education / under school,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Industrial Heritage - Backyard Regeneration
51237-1,45-64,F,0,married,2 people,C2,Housewife,8-29 hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Small Town Diversity - Innate Conservatives
51237-2,45-64,M,0,married,2 people,C2,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Small Town Diversity - Innate Conservatives
54112-1,45-64,F,0,single,1 person,D,housewife and head of household,8-29 hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
39130-1,45-64,M,0,married,2 people,AB,Head of household,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Yesterday's Captains
39130-2,45-64,F,0,married,2 people,AB,Housewife,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Yesterday's Captains
54393-1,35-44,M,1,married,3 people,C1,Head of household,30+ hours per week,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Industrial Heritage - Small Wage Owners
54393-2,35-44,F,1,married,3 people,C1,Housewife,8-29 hours per week,Asian – Indian,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Industrial Heritage - Small Wage Owners
52099-1,35-44,M,0,married,2 people,AB,housewife and head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
52099-2,35-44,M,0,married,2 people,AB,Neither hw nor hh,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Garden Suburbia
54838-1,16-24,F,0,married,2 people,D,Housewife,8-29 hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
54838-2,45-64,M,0,married,2 people,D,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Claimant Cultures - Worn-Out Workers
55545-1,45-64,M,0,married,3 people,AB,Head of household,30+ hours per week,Asian – Indian,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
55545-2,45-64,F,0,married,3 people,AB,Housewife,30+ hours per week,Asian – Indian,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
55545-3,16-24,F,0,single,3 people,AB,Neither hw nor hh,f.t. education / under school,Asian – Indian,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
56342-1,45-64,M,0,married,2 people,C2,Head of household,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Squires Among Locals
56342-2,35-44,F,0,married,2 people,C2,Housewife,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Squires Among Locals
56413-1,35-44,M,1,married,3 people,C1,Head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
56413-2,35-44,F,1,married,3 people,C1,Housewife,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
56514-2,45-64,F,0,married,2 people,C2,Housewife,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Stressed Borrowers
41387-1,45-64,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Production Managers
41387-2,45-64,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Production Managers
56394-1,45-64,M,0,single,1 person,D,housewife and head of household,8-29 hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Small Town Diversity - Innate Conservatives
39650-1,35-44,M,0,single,1 person,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
6043-1,35-44,F,1,married,4 people,C1,Housewife,8-29 hours per week,Mixed – White/Asian,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Small Town Diversity - Innate Conservatives
6043-2,35-44,M,1,married,4 people,C1,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Small Town Diversity - Innate Conservatives
42235-1,35-44,F,1,married,5 people,C1,Housewife,30+ hours per week,Other White,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Liberal Opinions - Crash Pad Professionals
42235-2,45-64,M,1,married,5 people,C1,Head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Liberal Opinions - Crash Pad Professionals
42235-3,16-24,F,1,single,5 people,C1,Neither hw nor hh,f.t. education / under school,Other White,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Liberal Opinions - Crash Pad Professionals
54427-1,35-44,F,1,single,2 people,D,housewife and head of household,8-29 hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Unclassified
55740-1,45-64,M,0,married,4 people,C2,Head of household,30+ hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
55740-2,45-64,F,0,married,4 people,C2,Housewife,30+ hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
55740-3,16-24,F,0,single,4 people,C2,Neither hw nor hh,30+ hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
55740-4,16-24,M,0,single,4 people,C2,Neither hw nor hh,f.t. education / under school,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
56056-1,35-44,F,1,married,3 people,AB,housewife and head of household,8-29 hours per week,Other White,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Bright Young Things
56056-2,25-34,M,1,married,3 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Bright Young Things
38645-1,45-64,F,1,married,4 people,C2,Housewife,8-29 hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,New Homemakers - Foot on the Ladder
38645-2,45-64,M,1,married,4 people,C2,Head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,New Homemakers - Foot on the Ladder
38645-3,16-24,M,1,single,4 people,C2,Neither hw nor hh,f.t. education / under school,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,New Homemakers - Foot on the Ladder
51232-1,25-34,F,0,single,1 person,AB,housewife and head of household,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Legacy of Labour
56299-1,45-64,F,0,single,1 person,D,housewife and head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Choice Right to Buy
56540-1,45-64,F,0,single,1 person,C1,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Claimant Cultures - Worn-Out Workers
52785-1,35-44,F,0,single,3 people,E,housewife and head of household,No paid work,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Pensioners in Blocks
52785-2,16-24,M,0,single,3 people,E,Neither hw nor hh,f.t. education / under school,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Pensioners in Blocks
52785-3,16-24,F,0,single,3 people,E,Neither hw nor hh,f.t. education / under school,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Pensioners in Blocks
56141-1,35-44,F,2,married,4 people,C1,Housewife,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Pensioners in Blocks
56141-2,25-34,M,2,married,4 people,C1,Head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Pensioners in Blocks
40317-1,35-44,M,1,married,3 people,C2,Head of household,30+ hours per week,Other White,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Stressed Borrowers
40317-2,35-44,F,1,married,3 people,C2,Housewife,30+ hours per week,Other White,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Ex-Council Community - Stressed Borrowers
50010-1,45-64,F,1,married,4 people,AB,Housewife,No paid work,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Escape to the Country
50010-2,45-64,M,1,married,4 people,AB,Head of household,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Escape to the Country
39960-2,45-64,F,0,single,2 people,C2,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Jacks of All Trades
55960-1,45-64,F,0,married,2 people,AB,housewife and head of household,No paid work,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
55960-2,45-64,M,0,married,2 people,AB,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
17768-3,35-44,F,0,single,4 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Small Town Diversity - Innate Conservatives
17768-4,25-34,M,0,single,4 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Small Town Diversity - Innate Conservatives
